subject,item,list,exp,integrated,related.x,n2num.x,text,animacy,LengthChar.Head,LengthChar.Prep,LengthChar.Adj,LengthChar.Noun,LengthPhon.Head,LengthPhon.Prep,LengthPhon.Adj,LengthPhon.Noun,LengthSylHead,LengthSyll.Prep,LengthSyll.Adj,LengthSyll.Noun,Freq1Mil.Head,FreqMil.Prep,FreqMil.Adj,FreqMil.N1,LogFr.Head,LogFreq.Prep,LogFreq.Adj,LogFreq.N1,RelatedHL,RelatedLH,Integrated,Ass..H.L,Ass..L.HP,Ass..L.HS,AssArc.H.L,AssArc.L.HP,AssArc.L.HS,Plausibility,maincode,dysfluency
56,19,8,SemRel,integ,rel,plur,The resort with the elongated pools,I,6,4,9,5,6,3,9,4,2,1,4,1,6.65,6749.25,0.31,2.29,0.88,3.83,0.12,0.52,6.25,6.17,4.92,0,0,0,0,0,0,6.17,E,
56,20,8,SemRel,integ,rel,plur,The hydrant with the bent hoses,I,7,4,5,5,8,3,4,5,2,1,1,2,1,5044.84,1.02,1.08,0.3,3.7,0.31,0.32,6.33,4.27,5.92,0,0,0,0,0,0,3.67,U,
56,21,8,SemRel,integ,rel,plur,The guitar with the faulty strings,I,6,4,7,7,5,3,5,6,2,1,2,1,15.53,5044.84,1.63,8.1,1.22,3.7,0.42,0.96,6.83,6.58,6.83,12.5,0,20,0.72,0,0.93,5.92,U,
56,22,8,SemRel,integ,rel,sing,The trainer for the confident boxer,A,7,3,9,5,6,3,9,6,2,1,3,2,5.49,6749.25,10.65,3.82,0.81,3.83,1.07,0.68,6.64,5.67,6,0,0,0,0,0,0,5.92,U,
56,23,8,SemRel,integ,rel,sing,The canoe with the weathered oar,I,5,4,9,3,4,3,5,3,2,1,2,1,3.53,5044.84,0.18,0.67,0.66,3.7,0.07,0.22,6.67,6.08,6,0,0,10,0,0,0.64,6.25,U,
56,24,8,SemRel,integ,rel,sing,The camera with the special lens,I,6,4,7,4,6,3,6,4,3,1,2,1,56.9,5044.84,148.2,4.67,1.76,3.7,2.17,0.75,6.75,6.58,6.58,2.5,0,20,0.32,0,0.93,6.75,C,
59,1,3,SemRel,integ,unrel,sing,The envelope for the photo album,I,8,3,5,5,7,3,4,5,3,1,2,2,10.04,6749.25,22.82,10.24,1.04,3.83,1.38,1.05,3.17,2.33,3.5,0,0,0,0,0,0,3.92,C,
59,2,3,SemRel,integ,unrel,sing,The cake with the candy figurine,I,4,4,5,8,3,3,5,8,1,1,2,3,44.84,5044.84,35.55,0.27,1.66,3.7,1.56,0.11,2.25,4,3.42,0,0,0,0,0,0,6.45,C,
59,4,3,SemRel,integ,rel,plur,The coach for the disciplined athletes,A,5,3,11,8,4,3,9,6,1,1,3,2,29.33,6749.25,0.98,3.08,1.48,3.83,0.3,0.61,6.64,6.58,6.58,0,0,2.5,0,0,0.32,6.67,U,
59,5,3,SemRel,integ,rel,plur,The tent with the sturdy poles,I,4,4,6,5,4,3,6,4,1,1,2,1,17.39,5044.84,1.69,2.18,1.26,3.7,0.43,0.5,5.55,5.5,6.17,0,0,2.5,0,0,0.32,5.92,U,
59,6,3,SemRel,integ,rel,plur,The dam for the murky rivers,I,3,3,5,6,3,3,5,6,1,1,2,2,5.29,6749.25,0.61,2.82,0.8,3.83,0.21,0.58,6,6.25,5.83,0,0,0,0,0,0,5.36,C,
59,7,3,SemRel,integ,rel,sing,The necklace with the colorful diamond,I,8,4,8,7,6,3,8,6,2,1,3,2,9.71,5044.84,3.14,19.73,1.03,3.7,0.62,1.32,5.92,6.17,6.58,10,0,2.5,0.64,0,0.32,6.67,U,
59,8,3,SemRel,integ,rel,sing,The fortress with the ancient wall,I,8,4,7,4,7,3,6,3,2,1,2,1,3.37,5044.84,21.61,66.33,0.64,3.7,1.35,1.83,6,6.33,6.58,0,0,0,0,0,0,6,U,
59,10,3,SemRel,unint,unrel,plur,The vase near the vibrant covers,I,4,4,7,6,3,3,7,6,1,1,2,2,3.84,59.14,1.02,5.2,0.69,1.78,0.31,0.79,1.25,1.58,2,0,0,0,0,0,0,4.33,C,
59,11,3,SemRel,unint,unrel,plur,The banana near the popular sandwiches,I,6,4,7,10,6,3,8,9,3,1,3,3,10.61,59.14,23.22,9.61,1.06,1.78,1.38,1.03,3.38,4.92,2.42,0,0,0,0,0,0,4.25,C,
59,12,3,SemRel,unint,unrel,plur,The bodyguard near the nervous jewelers,A,9,4,7,8,8,3,6,8,3,1,2,3,5.71,59.14,67.04,0.43,0.83,1.78,1.83,0.16,2.42,3.33,2.09,0,0,0,0,0,0,4.58,C,
59,13,3,SemRel,unint,unrel,sing,The bicycle by the warped basket,I,7,2,6,6,8,2,4,6,3,1,1,2,6.55,1212.84,1.35,13.18,0.88,3.08,0.37,1.15,4.58,4.42,2.83,0,0,0,0,0,0,4,U,D
59,14,3,SemRel,unint,unrel,sing,The caddy near the charismatic celebrity,A,5,4,11,9,4,3,10,9,2,1,4,4,2.73,59.14,0.8,3.57,0.57,1.78,0.26,0.66,2.83,2.58,2.5,0,0,0,0,0,0,5.75,C,
59,15,3,SemRel,unint,unrel,sing,The church near the giant driveway,I,6,4,5,8,6,3,5,6,1,1,2,2,68.73,59.14,20.18,6.71,1.84,1.78,1.33,0.89,2.5,2.25,2.08,0,0,0,0,0,0,4.5,U,
59,16,3,SemRel,unint,rel,plur,The eraser near the novelty pencils,I,6,4,7,7,6,3,7,7,3,1,3,2,1,59.14,1.67,2.84,0.3,1.78,0.43,0.58,6.67,6.75,4.58,2.5,0,10,0.32,0,0.64,6.42,C,
59,17,3,SemRel,unint,rel,plur,The waitress by the impatient diners,A,8,2,9,6,6,2,8,6,2,1,3,2,9.67,1212.84,4.04,0.78,1.03,3.08,0.7,0.25,6.75,5.92,5.17,0,0,2.5,0,0,0.32,5.17,U,
59,18,3,SemRel,unint,rel,plur,The table by the antique chairs,I,5,2,7,6,5,2,5,5,2,1,2,1,105.2,1212.84,4.35,9.86,2.03,3.08,0.73,1.04,6.5,6.75,5.67,2.5,5,15,0.32,0.45,0.8,6,U,
59,19,3,SemRel,unint,rel,sing,The resort near the elongated pool,I,6,4,9,4,6,3,9,3,2,1,4,1,6.65,59.14,0.31,46.69,0.88,1.78,0.12,1.68,5.33,6.17,4.5,5,0,0,0.45,0,0,5.67,C,
59,20,3,SemRel,unint,rel,sing,The hydrant near the bent hose,I,7,4,5,4,8,3,4,3,2,1,1,1,1,59.14,1.02,7.45,0.3,1.78,0.31,0.93,5.75,5.67,4.5,0,0,0,0,0,0,4.83,U,
59,21,3,SemRel,unint,rel,sing,The guitar near the faulty string,I,6,4,7,6,5,3,5,5,2,1,2,1,15.53,59.14,1.63,10.18,1.22,1.78,0.42,1.05,6.67,6.5,4.67,0,0,12.5,0,0,0.72,4.18,C,D
59,22,3,SemRel,integ,unrel,plur,The trainer for the confident actors,A,7,3,9,6,6,3,9,6,2,1,3,2,5.49,6749.25,10.65,12.59,0.81,3.83,1.07,1.13,4.17,3.86,4.83,0,0,0,0,0,0,5.17,U,
59,23,3,SemRel,integ,unrel,plur,The canoe with the weathered flags,I,5,4,9,5,4,3,5,5,2,1,2,1,3.53,5044.84,0.18,3.41,0.66,3.7,0.07,0.64,1.58,1.67,2.67,0,0,0,0,0,0,3.67,C,
59,24,3,SemRel,integ,unrel,plur,The camera with the special manuals,I,6,4,7,7,6,3,6,8,3,1,2,3,56.9,5044.84,148.2,0.61,1.76,3.7,2.17,0.21,3.92,4,5.42,0,0,0,0,0,0,5.92,C,
63,1,7,SemRel,unint,unrel,sing,The envelope by the photo album,I,8,2,5,5,7,2,4,5,3,1,2,2,10.04,1212.84,22.82,10.24,1.04,3.08,1.38,1.05,3.17,2.33,2.17,0,0,0,0,0,0,5.67,C,
63,2,7,SemRel,unint,unrel,sing,The cake by the candy figurine,I,4,2,5,8,3,2,5,8,1,1,2,3,44.84,1212.84,35.55,0.27,1.66,3.08,1.56,0.11,2.25,4,2.45,0,0,0,0,0,0,6,C,
63,3,7,SemRel,unint,unrel,sing,The hammer by the rigid peg,I,6,2,5,3,5,2,5,3,2,1,2,1,10.18,1212.84,1.86,34.51,1.05,3.08,0.46,1.55,5.08,4.83,3.42,0,0,2.5,0,0,0.32,5.25,C,
63,4,7,SemRel,unint,rel,plur,The coach near the disciplined athletes,A,5,4,11,8,4,3,9,6,1,1,3,2,29.33,59.14,0.98,3.08,1.48,1.78,0.3,0.61,6.64,6.58,5.33,0,0,2.5,0,0,0.32,5.75,C,
63,5,7,SemRel,unint,rel,plur,The tent near the sturdy poles,I,4,4,6,5,4,3,6,4,1,1,2,1,17.39,59.14,1.69,2.18,1.26,1.78,0.43,0.5,5.55,5.5,4.58,0,0,2.5,0,0,0.32,5,U,D
63,6,7,SemRel,unint,rel,plur,The dam by the murky rivers,I,3,2,5,6,3,2,5,6,1,1,2,2,5.29,1212.84,0.61,2.82,0.8,3.08,0.21,0.58,6,6.25,4.75,0,0,0,0,0,0,5.25,U,
63,7,7,SemRel,unint,rel,sing,The necklace near the colorful diamond,I,8,4,8,7,6,3,8,6,2,1,3,2,9.71,59.14,3.14,19.73,1.03,1.78,0.62,1.32,5.92,6.17,4.58,10,0,2.5,0.64,0,0.32,4.83,C,
63,8,7,SemRel,unint,rel,sing,The fortress near the ancient wall,I,8,4,7,4,7,3,6,3,2,1,2,1,3.37,59.14,21.61,66.33,0.64,1.78,1.35,1.83,6,6.33,4.92,0,0,0,0,0,0,5.25,C,
63,9,7,SemRel,unint,rel,sing,The butler near the selfish millionaire,A,6,4,7,11,6,3,6,9,2,1,2,3,6.8,59.14,15.94,5.69,0.89,1.78,1.23,0.83,5.75,5.08,3.92,0,0,0,0,0,0,5.75,U,
63,10,7,SemRel,integ,unrel,plur,The vase with the vibrant covers,I,4,4,7,6,3,3,7,6,1,1,2,2,3.84,5044.84,1.02,5.2,0.69,3.7,0.31,0.79,1.25,1.58,3,0,0,0,0,0,0,4.08,C,
63,11,7,SemRel,integ,unrel,plur,The banana for the popular sandwiches,I,6,3,7,10,6,3,8,9,3,1,3,3,10.61,6749.25,23.22,9.61,1.06,3.83,1.38,1.03,3.38,4.92,3.88,0,0,0,0,0,0,3.33,C,
63,12,7,SemRel,integ,unrel,plur,The bodyguard for the nervous jewelers,A,9,3,7,8,8,3,6,8,3,1,2,3,5.71,6749.25,67.04,0.43,0.83,3.83,1.83,0.16,2.42,3.33,3.75,0,0,0,0,0,0,5.25,C,
63,13,7,SemRel,integ,unrel,sing,The bicycle with the warped basket,I,7,4,6,6,8,3,4,6,3,1,1,2,6.55,5044.84,1.35,13.18,0.88,3.7,0.37,1.15,4.58,4.42,4.83,0,0,0,0,0,0,6.33,C,
63,14,7,SemRel,integ,unrel,sing,The caddy for the charismatic celebrity,A,5,3,11,9,4,3,10,9,2,1,4,4,2.73,6749.25,0.8,3.57,0.57,3.83,0.26,0.66,2.83,2.58,3.92,0,0,0,0,0,0,5.92,U,
63,15,7,SemRel,integ,unrel,sing,The church with the giant driveway,I,6,4,5,8,6,3,5,6,1,1,2,2,68.73,5044.84,20.18,6.71,1.84,3.7,1.33,0.89,2.5,2.25,3.67,0,0,0,0,0,0,5.75,C,
63,17,7,SemRel,integ,rel,plur,The waitress for the impatient diners,A,8,3,9,6,6,3,8,6,2,1,3,2,9.67,6749.25,4.04,0.78,1.03,3.83,0.7,0.25,6.75,5.92,6,0,0,2.5,0,0,0.32,5.5,C,
63,18,7,SemRel,integ,rel,plur,The table for the antique chairs,I,5,3,7,6,5,3,5,5,2,1,2,1,105.2,6749.25,4.35,9.86,2.03,3.83,0.73,1.04,6.5,6.75,6,2.5,5,15,0.32,0.45,0.8,5.42,P,
63,19,7,SemRel,integ,rel,sing,The resort with the elongated pool,I,6,4,9,4,6,3,9,3,2,1,4,1,6.65,6749.25,0.31,46.69,0.88,3.83,0.12,1.68,5.33,6.17,5.58,5,0,0,0.45,0,0,6.08,C,
63,20,7,SemRel,integ,rel,sing,The hydrant with the bent hose,I,7,4,5,4,8,3,4,3,2,1,1,1,1,5044.84,1.02,7.45,0.3,3.7,0.31,0.93,5.75,5.67,5.67,0,0,0,0,0,0,5.33,U,
63,21,7,SemRel,integ,rel,sing,The guitar with the faulty string,I,6,4,7,6,5,3,5,5,2,1,2,1,15.53,5044.84,1.63,10.18,1.22,3.7,0.42,1.05,6.67,6.5,6.17,0,0,12.5,0,0,0.72,6.08,U,
63,22,7,SemRel,unint,unrel,plur,The trainer near the confident actors,A,7,4,9,6,6,3,9,6,2,1,3,2,5.49,59.14,10.65,12.59,0.81,1.78,1.07,1.13,4.17,3.86,2.83,0,0,0,0,0,0,6.17,U,
63,23,7,SemRel,unint,unrel,plur,The canoe near the weathered flags,I,5,4,9,5,4,3,5,5,2,1,2,1,3.53,59.14,0.18,3.41,0.66,1.78,0.07,0.64,1.58,1.67,2.33,0,0,0,0,0,0,4.67,C,
63,24,7,SemRel,unint,unrel,plur,The camera by the special manuals,I,6,2,7,7,6,2,6,8,3,1,2,3,56.9,1212.84,148.2,0.61,1.76,3.08,2.17,0.21,3.92,4,2.92,0,0,0,0,0,0,5.5,C,
66,1,2,SemRel,integ,rel,plur,The envelope for the formal letters,I,8,3,6,7,7,3,5,6,3,1,2,1,10.04,6749.25,8.31,37.37,1.04,3.83,0.97,1.58,6.5,6.45,5.83,0,0,2.5,0,0,0.32,6.5,E,
66,2,2,SemRel,integ,rel,plur,The cake with the colored candles,I,4,4,7,7,3,3,6,6,1,1,2,2,44.84,5044.84,5.06,10.45,1.66,3.7,0.78,1.06,5.17,5.92,5.5,0,0,0,0,0,0,6.42,C,
66,3,2,SemRel,integ,rel,plur,The hammer for the rusty nails,I,6,3,6,5,5,3,5,5,2,1,2,1,10.18,6749.25,4.45,10.82,1.05,3.83,0.74,1.07,6.75,6.83,5.42,2.5,2.5,22.5,0.32,0.32,0.99,6,U,
66,4,2,SemRel,integ,rel,sing,The coach for the disciplined athlete,A,5,3,11,7,4,3,9,5,1,1,3,2,29.33,6749.25,0.98,4.61,1.48,3.83,0.3,0.75,6.5,6.42,5.75,0,0,0,0,0,0,5.92,C,
66,5,2,SemRel,integ,rel,sing,The tent with the sturdy pole,I,4,4,6,4,4,3,6,3,1,1,2,1,17.39,5044.84,1.69,12.47,1.26,3.7,0.43,1.13,5.83,5.25,6,0,0,2.5,0,0,0.32,6.18,U,
66,6,2,SemRel,integ,rel,sing,The dam for the murky river,I,3,3,5,5,3,3,5,5,1,1,2,2,5.29,6749.25,0.61,55.31,0.8,3.83,0.21,1.75,5.83,6.33,6.17,12.5,0,0,0.72,0,0,5.33,C,
66,7,2,SemRel,unint,unrel,plur,The necklace near the colorful feathers,I,8,4,8,8,6,3,8,6,2,1,3,2,9.71,59.14,3.14,5.71,1.03,1.78,0.62,0.83,2.58,1.92,2,0,0,0,0,0,0,4.83,C,
66,8,2,SemRel,unint,unrel,plur,The fortress near the ancient farms,I,8,4,7,5,7,3,6,4,2,1,2,1,3.37,59.14,21.61,2.76,0.64,1.78,1.35,0.58,1.25,2.92,1.67,0,0,0,0,0,0,5,C,
66,9,2,SemRel,unint,unrel,plur,The butler near the spoiled kids,A,6,4,7,4,6,3,5,4,2,1,2,1,6.8,59.14,2.18,300.86,0.89,1.78,0.5,2.48,2.92,2.5,2.92,0,0,0,0,0,0,6,C,
66,10,2,SemRel,unint,unrel,sing,The vase near the vibrant cover,I,4,4,7,5,3,3,7,5,1,1,2,2,3.84,59.14,1.02,34.55,0.69,1.78,0.31,1.55,1.92,2,2.5,0,0,0,0,0,0,4.08,C,
66,11,2,SemRel,unint,unrel,sing,The banana near the popular sandwich,I,6,4,7,8,6,3,8,7,3,1,3,2,10.61,59.14,23.22,21.47,1.06,1.78,1.38,1.35,3.67,2.18,2.58,0,0,0,0,0,0,4.58,C,
66,12,2,SemRel,unint,unrel,sing,The bodyguard near the nervous jeweler,A,9,4,7,7,8,3,6,7,3,1,2,3,5.71,59.14,67.04,1,0.83,1.78,1.83,0.3,2.64,3.08,2.67,0,0,0,0,0,0,5.25,C,
66,13,2,SemRel,unint,rel,plur,The bicycle by the warped tires,I,7,2,6,5,8,2,4,5,3,1,1,1,6.55,1212.84,1.35,2.67,0.88,3.08,0.37,0.56,6.17,6.25,4.08,0,0,0,0,0,0,4.75,U,D
66,14,2,SemRel,unint,rel,plur,The caddy near the charismatic golfers,A,5,4,11,7,4,3,10,7,2,1,4,2,2.73,59.14,0.8,0.55,0.57,1.78,0.26,0.19,6.83,6.42,5.08,0,2.5,2.5,0,0.32,0.32,6.08,C,
66,15,2,SemRel,unint,rel,plur,The church near the giant crosses,I,6,4,5,7,6,3,5,6,1,1,2,2,68.73,59.14,20.18,2.33,1.84,1.78,1.33,0.52,6.67,6.33,5.17,0,0,7.5,0,0,0.55,5.75,E,
66,16,2,SemRel,unint,rel,sing,The eraser near the novelty pencil,I,6,4,7,6,6,3,7,6,3,1,3,2,1,59.14,1.67,9.67,0.3,1.78,0.43,1.03,6.5,6.75,4.58,27.5,0,15,1.1,0,0.8,5.25,C,
66,17,2,SemRel,unint,rel,sing,The waitress by the impatient diner,A,8,2,9,5,6,2,8,5,2,1,3,2,9.67,1212.84,4.04,12.39,1.03,3.08,0.7,1.13,6.58,6.25,4.25,5,0,2.5,0.45,0,0.32,5.83,U,
66,18,2,SemRel,unint,rel,sing,The table by the antique chair,I,5,2,7,5,5,2,5,4,2,1,2,1,105.2,1212.84,4.35,48.02,2.03,3.08,0.73,1.69,6.5,6.17,3.17,17.5,0,0,0.86,0,0,5.92,C,
66,19,2,SemRel,integ,unrel,plur,The resort with the elaborate gardens,I,6,4,9,7,6,3,8,6,2,1,4,2,6.65,6749.25,2.98,4.02,0.88,3.83,0.6,0.7,2.38,3.33,4.13,0,0,0,0,0,0,6.5,C,
66,20,2,SemRel,integ,unrel,plur,The hydrant with the bright reflectors,I,7,4,6,10,8,3,4,10,2,1,1,3,1,5044.84,42.31,0.14,0.3,3.7,1.64,0.06,2.08,2,3.83,0,0,0,0,0,0,4.92,U,
66,21,2,SemRel,integ,unrel,plur,The guitar with the faulty pedals,I,6,4,6,6,5,3,5,6,2,1,2,2,15.53,5044.84,1.63,0.75,1.22,3.7,0.42,0.24,3.75,3.13,4.08,0,0,0,0,0,0,2.5,N,
66,22,2,SemRel,integ,unrel,sing,The trainer for the confident actor,A,7,3,9,5,6,3,9,5,2,1,3,2,5.49,6749.25,10.65,26.2,0.81,3.83,1.07,1.43,3.5,3.5,3.5,0,0,0,0,0,0,5.67,C,
66,23,2,SemRel,integ,unrel,sing,The canoe with the weathered flag,I,5,4,9,4,4,3,5,4,2,1,2,1,3.53,5044.84,0.18,17.1,0.66,3.7,0.07,1.26,1.42,1.08,1.83,0,0,0,0,0,0,4.58,C,
66,24,2,SemRel,integ,unrel,sing,The camera with the special manual,I,6,4,7,6,6,3,6,7,3,1,2,3,56.9,5044.84,148.2,5.75,1.76,3.7,2.17,0.83,5.17,2.92,5,0,0,0,0,0,0,5.58,C,
75,1,3,SemRel,integ,unrel,sing,The envelope for the photo album,I,8,3,5,5,7,3,4,5,3,1,2,2,10.04,6749.25,22.82,10.24,1.04,3.83,1.38,1.05,3.17,2.33,3.5,0,0,0,0,0,0,3.92,C,
75,2,3,SemRel,integ,unrel,sing,The cake with the candy figurine,I,4,4,5,8,3,3,5,8,1,1,2,3,44.84,5044.84,35.55,0.27,1.66,3.7,1.56,0.11,2.25,4,3.42,0,0,0,0,0,0,6.45,C,
75,3,3,SemRel,integ,unrel,sing,The hammer for the rigid peg,I,6,3,5,3,5,3,5,3,2,1,2,1,10.18,6749.25,1.86,34.51,1.05,3.83,0.46,1.55,5.08,4.83,4.92,0,0,2.5,0,0,0.32,4.92,U,
75,4,3,SemRel,integ,rel,plur,The coach for the disciplined athletes,A,5,3,11,8,4,3,9,6,1,1,3,2,29.33,6749.25,0.98,3.08,1.48,3.83,0.3,0.61,6.64,6.58,6.58,0,0,2.5,0,0,0.32,6.67,C,
75,5,3,SemRel,integ,rel,plur,The tent with the sturdy poles,I,4,4,6,5,4,3,6,4,1,1,2,1,17.39,5044.84,1.69,2.18,1.26,3.7,0.43,0.5,5.55,5.5,6.17,0,0,2.5,0,0,0.32,5.92,U,
75,6,3,SemRel,integ,rel,plur,The dam for the murky rivers,I,3,3,5,6,3,3,5,6,1,1,2,2,5.29,6749.25,0.61,2.82,0.8,3.83,0.21,0.58,6,6.25,5.83,0,0,0,0,0,0,5.36,C,
75,7,3,SemRel,integ,rel,sing,The necklace with the colorful diamond,I,8,4,8,7,6,3,8,6,2,1,3,2,9.71,5044.84,3.14,19.73,1.03,3.7,0.62,1.32,5.92,6.17,6.58,10,0,2.5,0.64,0,0.32,6.67,C,
75,8,3,SemRel,integ,rel,sing,The fortress with the ancient wall,I,8,4,7,4,7,3,6,3,2,1,2,1,3.37,5044.84,21.61,66.33,0.64,3.7,1.35,1.83,6,6.33,6.58,0,0,0,0,0,0,6,C,
75,11,3,SemRel,unint,unrel,plur,The banana near the popular sandwiches,I,6,4,7,10,6,3,8,9,3,1,3,3,10.61,59.14,23.22,9.61,1.06,1.78,1.38,1.03,3.38,4.92,2.42,0,0,0,0,0,0,4.25,C,
75,12,3,SemRel,unint,unrel,plur,The bodyguard near the nervous jewelers,A,9,4,7,8,8,3,6,8,3,1,2,3,5.71,59.14,67.04,0.43,0.83,1.78,1.83,0.16,2.42,3.33,2.09,0,0,0,0,0,0,4.58,C,
75,13,3,SemRel,unint,unrel,sing,The bicycle by the warped basket,I,7,2,6,6,8,2,4,6,3,1,1,2,6.55,1212.84,1.35,13.18,0.88,3.08,0.37,1.15,4.58,4.42,2.83,0,0,0,0,0,0,4,C,
75,14,3,SemRel,unint,unrel,sing,The caddy near the charismatic celebrity,A,5,4,11,9,4,3,10,9,2,1,4,4,2.73,59.14,0.8,3.57,0.57,1.78,0.26,0.66,2.83,2.58,2.5,0,0,0,0,0,0,5.75,U,
75,15,3,SemRel,unint,unrel,sing,The church near the giant driveway,I,6,4,5,8,6,3,5,6,1,1,2,2,68.73,59.14,20.18,6.71,1.84,1.78,1.33,0.89,2.5,2.25,2.08,0,0,0,0,0,0,4.5,C,
75,16,3,SemRel,unint,rel,plur,The eraser near the novelty pencils,I,6,4,7,7,6,3,7,7,3,1,3,2,1,59.14,1.67,2.84,0.3,1.78,0.43,0.58,6.67,6.75,4.58,2.5,0,10,0.32,0,0.64,6.42,U,
75,17,3,SemRel,unint,rel,plur,The waitress by the impatient diners,A,8,2,9,6,6,2,8,6,2,1,3,2,9.67,1212.84,4.04,0.78,1.03,3.08,0.7,0.25,6.75,5.92,5.17,0,0,2.5,0,0,0.32,5.17,C,
75,18,3,SemRel,unint,rel,plur,The table by the antique chairs,I,5,2,7,6,5,2,5,5,2,1,2,1,105.2,1212.84,4.35,9.86,2.03,3.08,0.73,1.04,6.5,6.75,5.67,2.5,5,15,0.32,0.45,0.8,6,C,
75,19,3,SemRel,unint,rel,sing,The resort near the elongated pool,I,6,4,9,4,6,3,9,3,2,1,4,1,6.65,59.14,0.31,46.69,0.88,1.78,0.12,1.68,5.33,6.17,4.5,5,0,0,0.45,0,0,5.67,C,
75,21,3,SemRel,unint,rel,sing,The guitar near the faulty string,I,6,4,7,6,5,3,5,5,2,1,2,1,15.53,59.14,1.63,10.18,1.22,1.78,0.42,1.05,6.67,6.5,4.67,0,0,12.5,0,0,0.72,4.18,C,
75,22,3,SemRel,integ,unrel,plur,The trainer for the confident actors,A,7,3,9,6,6,3,9,6,2,1,3,2,5.49,6749.25,10.65,12.59,0.81,3.83,1.07,1.13,4.17,3.86,4.83,0,0,0,0,0,0,5.17,C,
75,23,3,SemRel,integ,unrel,plur,The canoe with the weathered flags,I,5,4,9,5,4,3,5,5,2,1,2,1,3.53,5044.84,0.18,3.41,0.66,3.7,0.07,0.64,1.58,1.67,2.67,0,0,0,0,0,0,3.67,C,
75,24,3,SemRel,integ,unrel,plur,The camera with the special manuals,I,6,4,7,7,6,3,6,8,3,1,2,3,56.9,5044.84,148.2,0.61,1.76,3.7,2.17,0.21,3.92,4,5.42,0,0,0,0,0,0,5.92,C,
91,1,3,SemRel,integ,unrel,sing,The envelope for the photo album,I,8,3,5,5,7,3,4,5,3,1,2,2,10.04,6749.25,22.82,10.24,1.04,3.83,1.38,1.05,3.17,2.33,3.5,0,0,0,0,0,0,3.92,C,
91,2,3,SemRel,integ,unrel,sing,The cake with the candy figurine,I,4,4,5,8,3,3,5,8,1,1,2,3,44.84,5044.84,35.55,0.27,1.66,3.7,1.56,0.11,2.25,4,3.42,0,0,0,0,0,0,6.45,C,
91,3,3,SemRel,integ,unrel,sing,The hammer for the rigid peg,I,6,3,5,3,5,3,5,3,2,1,2,1,10.18,6749.25,1.86,34.51,1.05,3.83,0.46,1.55,5.08,4.83,4.92,0,0,2.5,0,0,0.32,4.92,U,
91,4,3,SemRel,integ,rel,plur,The coach for the disciplined athletes,A,5,3,11,8,4,3,9,6,1,1,3,2,29.33,6749.25,0.98,3.08,1.48,3.83,0.3,0.61,6.64,6.58,6.58,0,0,2.5,0,0,0.32,6.67,U,
91,5,3,SemRel,integ,rel,plur,The tent with the sturdy poles,I,4,4,6,5,4,3,6,4,1,1,2,1,17.39,5044.84,1.69,2.18,1.26,3.7,0.43,0.5,5.55,5.5,6.17,0,0,2.5,0,0,0.32,5.92,P,
91,6,3,SemRel,integ,rel,plur,The dam for the murky rivers,I,3,3,5,6,3,3,5,6,1,1,2,2,5.29,6749.25,0.61,2.82,0.8,3.83,0.21,0.58,6,6.25,5.83,0,0,0,0,0,0,5.36,C,
91,7,3,SemRel,integ,rel,sing,The necklace with the colorful diamond,I,8,4,8,7,6,3,8,6,2,1,3,2,9.71,5044.84,3.14,19.73,1.03,3.7,0.62,1.32,5.92,6.17,6.58,10,0,2.5,0.64,0,0.32,6.67,U,
91,8,3,SemRel,integ,rel,sing,The fortress with the ancient wall,I,8,4,7,4,7,3,6,3,2,1,2,1,3.37,5044.84,21.61,66.33,0.64,3.7,1.35,1.83,6,6.33,6.58,0,0,0,0,0,0,6,U,
91,9,3,SemRel,integ,rel,sing,The butler for the selfish millionaire,A,6,3,7,11,6,3,6,9,2,1,2,3,6.8,6749.25,15.94,5.69,0.89,3.83,1.23,0.83,5.75,5.08,5.42,0,0,0,0,0,0,5.92,U,
91,10,3,SemRel,unint,unrel,plur,The vase near the vibrant covers,I,4,4,7,6,3,3,7,6,1,1,2,2,3.84,59.14,1.02,5.2,0.69,1.78,0.31,0.79,1.25,1.58,2,0,0,0,0,0,0,4.33,U,
91,11,3,SemRel,unint,unrel,plur,The banana near the popular sandwiches,I,6,4,7,10,6,3,8,9,3,1,3,3,10.61,59.14,23.22,9.61,1.06,1.78,1.38,1.03,3.38,4.92,2.42,0,0,0,0,0,0,4.25,C,
91,12,3,SemRel,unint,unrel,plur,The bodyguard near the nervous jewelers,A,9,4,7,8,8,3,6,8,3,1,2,3,5.71,59.14,67.04,0.43,0.83,1.78,1.83,0.16,2.42,3.33,2.09,0,0,0,0,0,0,4.58,U,
91,13,3,SemRel,unint,unrel,sing,The bicycle by the warped basket,I,7,2,6,6,8,2,4,6,3,1,1,2,6.55,1212.84,1.35,13.18,0.88,3.08,0.37,1.15,4.58,4.42,2.83,0,0,0,0,0,0,4,U,
91,14,3,SemRel,unint,unrel,sing,The caddy near the charismatic celebrity,A,5,4,11,9,4,3,10,9,2,1,4,4,2.73,59.14,0.8,3.57,0.57,1.78,0.26,0.66,2.83,2.58,2.5,0,0,0,0,0,0,5.75,C,
91,15,3,SemRel,unint,unrel,sing,The church near the giant driveway,I,6,4,5,8,6,3,5,6,1,1,2,2,68.73,59.14,20.18,6.71,1.84,1.78,1.33,0.89,2.5,2.25,2.08,0,0,0,0,0,0,4.5,C,
